Part Type,Part Number,Schematic Part,Part Value,Current Rating (Amps),Current - Saturation,DC Resistance (DCR),Frequency - Self Resonant,Inductance Frequency - Test,Q @ Freq,Inductance,Tolerance,Voltage,Material - Core,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Height - Seated (Max),Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
INDUCTOR POWER,MLG0603P22NJT000,inductors\Inductor,22nH,150mA,,1.9Ohm Max,2.2GHz,500MHz,14 @ 500MHz,22nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603p_en.pdf?ref_disty=digikey,FIXED IND 22NH 150MA 1.9 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603P11NJT000,inductors\Inductor,11nH,250mA,,1Ohm Max,3.5GHz,500MHz,14 @ 500MHz,11nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603p_en.pdf?ref_disty=digikey,FIXED IND 11NH 250MA 1 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,MLG0603P51NJT000,inductors\Inductor,51nH,100mA,,3.5Ohm Max,1.4GHz,500MHz,10 @ 300MHz,51nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603p_en.pdf?ref_disty=digikey,FIXED IND 51NH 100MA 3.5 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,LQP03HQ12NJ02D,inductors\Inductor,12nH,300mA,,500mOhm Max,4GHz,500MHz,20 @ 500MHz,12nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 12NH 300MA 500 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03HQ22NJ02D,inductors\Inductor,22nH,250mA,,820mOhm Max,3GHz,500MHz,20 @ 500MHz,22nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 22NH 250MA 820 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03HQ2N9C02D,inductors\Inductor,2.9nH,600mA,,120mOhm Max,8GHz,500MHz,20 @ 500MHz,2.9nH,±0.2nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 2.9NH 600MA 120 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03HQ6N8J02D,inductors\Inductor,6.8nH,400mA,,300mOhm Max,5.5GHz,500MHz,20 @ 500MHz,6.8nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 6.8NH 400MA 300 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,MLG0603P1N6CT000,inductors\Inductor,1.6nH,700mA,,100mOhm Max,10GHz,500MHz,14 @ 500MHz,1.6nH,±0.2nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603p_en.pdf?ref_disty=digikey,FIXED IND 1.6NH 700MA 100 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,LQP03HQ0N9W02D,inductors\Inductor,0.9nH,1.1A,,40mOhm Max,18GHz,500MHz,20 @ 500MHz,0.9nH,±0.05nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 0.9NH 1.1A 40 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03HQ12NH02D,inductors\Inductor,12nH,300mA,,500mOhm Max,4GHz,500MHz,20 @ 500MHz,12nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 12NH 300MA 500 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03HQ3N7B02D,inductors\Inductor,3.7nH,500mA,,170mOhm Max,7GHz,500MHz,20 @ 500MHz,3.7nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 3.7NH 500MA 170 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03HQ16NH02D,inductors\Inductor,16nH,250mA,,800mOhm Max,3.5GHz,500MHz,20 @ 500MHz,16nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 16NH 250MA 800 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TQ9N1J02D,inductors\Inductor,9.1nH,250mA,,650mOhm Max,4.5GHz,500MHz,17 @ 500MHz,9.1nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0024.pdf,FIXED IND 9.1NH 250MA 650 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,HK06032N2S-T,inductors\Inductor,2.2nH,360mA,,190mOhm Max,8.8GHz,100MHz,4 @ 100MHz,2.2nH,±0.3nH,,Ferrite,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HK06032N2S-T  &u=M,FIXED IND 2.2NH 360MA 190 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,LQP03TNR15J02D,inductors\Inductor,150nH,80mA,,9Ohm Max,650MHz,500MHz,5 @ 100MHz,150nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 150NH 80MA 9 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN4N3J02D,inductors\Inductor,4.3nH,350mA,,400mOhm Max,5.3GHz,500MHz,14 @ 500MHz,4.3nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 4.3NH 350MA 400 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN1N4B02D,inductors\Inductor,1.4nH,600mA,,150mOhm Max,16GHz,500MHz,14 @ 500MHz,1.4nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 1.4NH 600MA 150 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN2N7C02D,inductors\Inductor,2.7nH,500mA,,200mOhm Max,10GHz,500MHz,14 @ 500MHz,2.7nH,±0.2nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 2.7NH 500MA 200 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,HKQ0603W8N2H-T,inductors\Inductor,8.2nH,250mA,,700mOhm Max,5GHz,500MHz,14 @ 500MHz,8.2nH,±0.3nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603W8N2H-T &u=M,FIXED IND 8.2NH 250MA 700 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,LQP03TG6N8J02D,inductors\Inductor,6.8nH,200mA,,1.15Ohm Max,5.4GHz,500MHz,12 @ 500MHz,6.8nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0016.pdf,FIXED IND 6.8NH 200MA 1.15 OHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,L-05B2N2SV6T,inductors\Inductor,2.2nH,300mA,,260mOhm Max,9.5GHz,100MHz,4 @ 100MHz,2.2nH,±0.3nH,,Ceramic,,0201 (0603 Metric),L,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/RF%20Ceramic%20Chip%20Inductors%20Rev%202008.pdf,FIXED IND 2.2NH 300MA 260 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 100°C,,Johanson Technology Inc.,,,
INDUCTOR POWER,HKQ0603U2N7B-T,inductors\Inductor,2.7nH,400mA,,320mOhm Max,10GHz,500MHz,14 @ 500MHz,2.7nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603U2N7B-T  &u=M,FIXED IND 2.7NH 400MA 320 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,LQP03TN2N5B02D,inductors\Inductor,2.5nH,500mA,,200mOhm Max,10GHz,500MHz,14 @ 500MHz,2.5nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 2.5NH 500MA 200 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN36NH02D,inductors\Inductor,36nH,120mA,,3Ohm Max,1.5GHz,300MHz,9 @ 300MHz,36nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 36NH 120MA 3 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN5N1J02D,inductors\Inductor,5.1nH,350mA,,400mOhm Max,4.2GHz,500MHz,14 @ 500MHz,5.1nH,±5%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 5.1NH 350MA 400 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,HKQ0603U1N5B-T,inductors\Inductor,1.5nH,600mA,,150mOhm Max,10GHz,500MHz,14 @ 500MHz,1.5nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603U1N5B-T  &u=M,FIXED IND 1.5NH 600MA 150 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,L-05B27NJV6T,inductors\Inductor,27nH,200mA,,2Ohm Max,1.8GHz,100MHz,5 @ 100MHz,27nH,±5%,,Ceramic,,0201 (0603 Metric),L,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/RF%20Ceramic%20Chip%20Inductors%20Rev%202008.pdf,FIXED IND 27NH 200MA 2 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 100°C,,Johanson Technology Inc.,,,
INDUCTOR POWER,LQP03TN13NH02D,inductors\Inductor,13nH,250mA,,800mOhm Max,2.6GHz,500MHz,12 @ 500MHz,13nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 13NH 250MA 800 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN22NH02D,inductors\Inductor,22nH,150mA,,1.9Ohm Max,2.2GHz,500MHz,12 @ 500MHz,22nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 22NH 150MA 1.9 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,HKQ0603U3N9B-T,inductors\Inductor,3.9nH,350mA,,410mOhm Max,7.7GHz,500MHz,14 @ 500MHz,3.9nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603U3N9B-T  &u=M,FIXED IND 3.9NH 350MA 410 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,L-05B2N7SV6T,inductors\Inductor,2.7nH,300mA,,320mOhm Max,8.5GHz,100MHz,4 @ 100MHz,2.7nH,±0.3nH,,Ceramic,,0201 (0603 Metric),L,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/RF%20Ceramic%20Chip%20Inductors%20Rev%202008.pdf,FIXED IND 2.7NH 300MA 320 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 100°C,,Johanson Technology Inc.,,,
INDUCTOR POWER,LQP03TN3N5B02D,inductors\Inductor,3.5nH,450mA,,250mOhm Max,7GHz,500MHz,14 @ 500MHz,3.5nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 3.5NH 450MA 250 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TQ3N0C02D,inductors\Inductor,3nH,500mA,,200mOhm Max,9.5GHz,500MHz,17 @ 500MHz,3nH,±0.2nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0024.pdf,FIXED IND 3NH 500MA 200 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN4N1B02D,inductors\Inductor,4.1nH,350mA,,400mOhm Max,5.3GHz,500MHz,14 @ 500MHz,4.1nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 4.1NH 350MA 400 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TN2N9B02D,inductors\Inductor,2.9nH,500mA,,200mOhm Max,9.5GHz,500MHz,14 @ 500MHz,2.9nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 2.9NH 500MA 200 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TG0N1B02D,inductors\Inductor,0.1nH,850mA,,70mOhm Max,20GHz,500MHz,,0.1nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0016.pdf,FIXED IND 0.1NH 850MA 70 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TG1N7C02D,inductors\Inductor,1.7nH,500mA,,200mOhm Max,12.5GHz,500MHz,13 @ 500MHz,1.7nH,±0.2nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0016.pdf,FIXED IND 1.7NH 500MA 200 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,HKQ0603W3N8B-T,inductors\Inductor,3.8nH,500mA,,200mOhm Max,7GHz,500MHz,15 @ 500MHz,3.8nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603W3N8B-T &u=M,FIXED IND 3.8NH 500MA 200 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,HKQ0603U0N8B-T,inductors\Inductor,0.8nH,900mA,,60mOhm Max,10GHz,500MHz,14 @ 500MHz,0.8nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603U0N8B-T  &u=M,FIXED IND 0.8NH 900MA 60 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,HKQ0603W33NJ-T,inductors\Inductor,33nH,160mA,,1.6Ohm Max,1.5GHz,300MHz,7 @ 300MHz,33nH,±5%,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603W33NJ-T &u=M,FIXED IND 33NH 160MA 1.6 OHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,HKQ0603W0N6B-T,inductors\Inductor,0.6nH,850mA,,70mOhm Max,10GHz,500MHz,15 @ 500MHz,0.6nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603W0N6B-T &u=M,FIXED IND 0.6NH 850MA 70 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,LQP03TN6N2H02D,inductors\Inductor,6.2nH,300mA,,600mOhm Max,4GHz,500MHz,14 @ 500MHz,6.2nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 6.2NH 300MA 600 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,L-05B6N8JV6T,inductors\Inductor,6.8nH,250mA,,700mOhm Max,4.8GHz,100MHz,5 @ 100MHz,6.8nH,±5%,,Ceramic,,0201 (0603 Metric),L,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/RF%20Ceramic%20Chip%20Inductors%20Rev%202008.pdf,FIXED IND 6.8NH 250MA 700 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 100°C,,Johanson Technology Inc.,,,
INDUCTOR POWER,LQP03TN3N4B02D,inductors\Inductor,3.4nH,450mA,,250mOhm Max,7GHz,500MHz,14 @ 500MHz,3.4nH,±0.1nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 3.4NH 450MA 250 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,ATFC-0201HQ-2N0B-T,inductors\Inductor,2nH,500mA,,200mOhm Max,6GHz,500MHz,14 @ 500MHz,2nH,±0.1nH,,Ceramic,,0201 (0603 Metric),L,,,https://abracon.com/Magnetics/inductors/ATFC-0201HQ.pdf,FIXED IND 2NH 500MA 200 MOHM SMD,Surface Mount,0.011 (0.28mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 85°C,,Abracon LLC,,,
INDUCTOR POWER,L-05B1N5SV6T,inductors\Inductor,1.5nH,300mA,,180mOhm Max,13GHz,100MHz,4 @ 100MHz,1.5nH,±0.3nH,,Ceramic,,0201 (0603 Metric),L,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/RF%20Ceramic%20Chip%20Inductors%20Rev%202008.pdf,FIXED IND 1.5NH 300MA 180 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 100°C,,Johanson Technology Inc.,,,
INDUCTOR POWER,LQP03TN10NHZ2D,inductors\Inductor,10nH,250mA,,700mOhm Max,3.2GHz,500MHz,14 @ 500MHz,10nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-9101.pdf,FIXED IND 10NH 250MA 700 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,LQP03TQ0N6W02D,inductors\Inductor,0.6nH,1A,,50mOhm Max,20GHz,500MHz,17 @ 500MHz,0.6nH,±0.05nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0024.pdf,FIXED IND 0.6NH 1A 50 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,L-05B4N7SV6T,inductors\Inductor,4.7nH,300mA,,500mOhm Max,6GHz,100MHz,4 @ 100MHz,4.7nH,±0.3nH,,Ceramic,,0201 (0603 Metric),L,,,//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/RF%20Ceramic%20Chip%20Inductors%20Rev%202008.pdf,FIXED IND 4.7NH 300MA 500 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-40°C ~ 100°C,,Johanson Technology Inc.,,,
INDUCTOR POWER,HKQ0603S3N9C-T,inductors\Inductor,3.9nH,210mA,,480mOhm Max,7.3GHz,500MHz,13 @ 500MHz,3.9nH,±0.2nH,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603S3N9C-T  &u=M,FIXED IND 3.9NH 210MA 480 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,LQP03TN24NH02D,inductors\Inductor,24nH,140mA,,2.3Ohm Max,2GHz,500MHz,12 @ 500MHz,24nH,±3%,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0015.pdf,FIXED IND 24NH 140MA 2.3 OHM SMD,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
INDUCTOR POWER,HKQ0603S8N2H-T,inductors\Inductor,8.2nH,190mA,,570mOhm Max,4.3GHz,500MHz,13 @ 500MHz,8.2nH,±3%,,Ceramic,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HKQ0603S8N2H-T  &u=M,FIXED IND 8.2NH 190MA 570 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,HK06038N2J-T,inductors\Inductor,8.2nH,230mA,,450mOhm Max,3.4GHz,100MHz,5 @ 100MHz,8.2nH,±5%,,Ferrite,,0201 (0603 Metric),L,,,https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=HK06038N2J-T  &u=M,FIXED IND 8.2NH 230MA 450 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Taiyo Yuden,,,
INDUCTOR POWER,MLG0603P1N9ST000,inductors\Inductor,1.9nH,600mA,,100mOhm Max,9GHz,500MHz,14 @ 500MHz,1.9nH,±0.3nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_high-frequency_mlg0603p_en.pdf?ref_disty=digikey,FIXED IND 1.9NH 600MA 100 MOHM,Surface Mount,0.013 (0.33mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,TDK Corporation,,,
INDUCTOR POWER,LQP03HQ4N0C02D,inductors\Inductor,4nH,500mA,,170mOhm Max,7GHz,500MHz,20 @ 500MHz,4nH,±0.2nH,,Non-Magnetic,,0201 (0603 Metric),L,,,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243C-0021.pdf,FIXED IND 4NH 500MA 170 MOHM,Surface Mount,0.017 (0.42mm),0.024 L x 0.012 W (0.60mm x 0.30mm),2,-55°C ~ 125°C,,Murata Electronics,,,
