Part Type,Part Number,Schematic Part,Part Value,"Capacitance @ Vr, F",Current - Average Rectified (Io),Current - Reverse Leakage @ Vr,Reverse Recovery Time (trr),Speed,Voltage - DC Reverse (Vr) (Max),Voltage - Forward (Vf) (Max) @ If,Voltage,Allegro PCB Footprint,Package / Case,Pspice Model,Power,Availability,Data Sheet,Description,Mounting Type,Size,Number of Pins,Operating Temperature,Distributor Part Number,Manufacturer,Manufacturer Part Number,Price,ActivepartsID
DIODE,ES2FA R3G,diodes\Diode,,"20pF @ 4V, 1MHz",2A,10µA @ 300V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",300V,1.3V @ 2A,,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/ES2AA%20SERIES_L15.pdf,DIODE GEN PURP 300V 2A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,CD214A-F1600,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 600V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.7V @ 1A,,,"DO-214AC, SMA",,,,https://www.bourns.com/docs/Product-Datasheets/CD214A-F150_F1600.pdf,DIODE GEN PURP 600V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Bourns Inc.,,,
DIODE,CD214A-F1400,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 40V,25ns,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.25V @ 1A,,,"DO-214AC, SMA",,,,https://www.bourns.com/docs/Product-Datasheets/CD214A-F150_F1600.pdf,DIODE GEN PURP 400V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Bourns Inc.,,,
DIODE,FS1JE-TP,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 600V,250ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.3V @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/FS1AE~FS1ME(SMAE).pdf,DIODE GEN PURP 600V 1A SMAE,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,FS1D-LTP,diodes\Diode,,"50pF @ 4V, 1MHz",1A,5µA @ 200V,150ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1.3V @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/FS1A-L-FS1M-L(DO-214AC).pdf,DIODE GEN PURP 200V 1A DO214AC,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,GS1A-TP,diodes\Diode,,"15pF @ 4V, 1MHz",1A,10µA @ 50V,,"Standard Recovery >500ns, > 200mA (Io)",50V,1.1V @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/GS1A-GS1M(HSMA).pdf,DIODE GEN PURP 50V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,ES1AE-TP,diodes\Diode,,"45pF @ 4V, 1MHz",1A,5µA @ 50V,,"Standard Recovery >500ns, > 200mA (Io)",50V,975mV @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1AE-ES1ME(SMAE).PDF,DIODE GEN PURP 50V 1A DO214AC,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,ES1BE-TP,diodes\Diode,,"45pF @ 4V, 1MHz",1A,5µA @ 100V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,975mV @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1AE-ES1ME(SMAE).PDF,DIODE GEN PURP 100V 1A DO214AC,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,ES1DE-TP,diodes\Diode,,"45pF @ 4V, 1MHz",1A,5µA @ 200V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,975mV @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1AE-ES1ME(SMAE).PDF,DIODE GEN PURP 200V 1A DO214AC,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,ES1GE-TP,diodes\Diode,,"45pF @ 4V, 1MHz",1A,5µA @ 400V,75ns,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.35V @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1AE-ES1ME(SMAE).PDF,DIODE GEN PURP 400V 1A DO214AC,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,ES2B-LTP,diodes\Diode,,"15pF @ 4V, 1MHz",2A,5µA @ 100V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,950mV @ 2A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES2A-L~ES2J-L(DO-214AC).pdf,DIODE GEN PURP 100V 2A DO214AC,Surface Mount,,2,-65°C ~ 175°C,,Micro Commercial Co,,,
DIODE,US2GA-TP,diodes\Diode,,"28pF @ 4V, 1MHz",2A,5µA @ 400V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.4V @ 2A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/US2AA-US2MA(DO-214AC).pdf,DIODE GEN PURP 400V 2A DO214AC,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,S1K,diodes\Diode,,"12pF @ 4V, 1MHz",1A,1µA @ 800V,1.8µs,"Standard Recovery >500ns, > 200mA (Io)",800V,1.1V @ 1A,,,"DO-214AC, SMA",,,,https://www.onsemi.com/pub/Collateral/S1M-D.pdf,DIODE GEN PURP 800V 1A SMA,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,NRVA4003T3G,diodes\Diode,,,1A,10µA @ 300V,,"Standard Recovery >500ns, > 200mA (Io)",300V,1.1V @ 1A,,,"DO-214AC, SMA",,,,http://www.onsemi.com/pub/Collateral/MRA4003T3-D.PDF,DIODE GEN PURP 1A 300V SMA,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,CMR1U-02M TR13 PBFREE,diodes\Diode,,,1A,5µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1V @ 1A,,,"DO-214AC, SMA",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR1U01M.PDF,DIODE GEN PURP 200V 1A SMA,Surface Mount,,2,-65°C ~ 175°C,,Central Semiconductor Corp,,,
DIODE,ES1F,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 300V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",300V,1.3V @ 1A,,,"DO-214AC, SMA",,,,https://www.onsemi.com/pub/Collateral/ES1J-D.PDF,DIODE GEN PURP 300V 1A SMA,Surface Mount,,2,150°C (Max),,ON Semiconductor,,,
DIODE,SA2M-E3/5AT,diodes\Diode,,"11pF @ 4V, 1MHz",2A,3µA @ 1000V,1.5µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.1V @ 2A,,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88969/sa2b.pdf,DIODE GEN PURP 1KV 2A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,RS1J-E3/5AT,diodes\Diode,,"7pF @ 4V, 1MHz",1A,5µA @ 600V,250ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.3V @ 1A,,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88707/rs1a.pdf,DIODE GEN PURP 600V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,S1MHE3_A/I,diodes\Diode,,"12pF @ 4V, 1MHz",1A,5µA @ 1000V,1.8µs,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.1V @ 1A,,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88711/s1.pdf,DIODE GEN PURP 1KV 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,ES1J-LTP,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 600V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.7V @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1A-L~ES1J-L(DO-214AC).pdf,DIODE GEN PURP 600V 1A DO214AC,Surface Mount,,2,-65°C ~ 175°C,,Micro Commercial Co,,,
DIODE,ES1B-LTP,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 100V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,950mV @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1A-L~ES1J-L(DO-214AC).pdf,DIODE GEN PURP 100V 1A DO214AC,Surface Mount,,2,-65°C ~ 175°C,,Micro Commercial Co,,,
DIODE,ES1D-LTP,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,950mV @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1A-L~ES1J-L(DO-214AC).pdf,DIODE GEN PURP 200V 1A DO214AC,Surface Mount,,2,-65°C ~ 175°C,,Micro Commercial Co,,,
DIODE,RS1K,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 800V,500ns,"Fast Recovery =< 500ns, > 200mA (Io)",800V,1.3V @ 1A,,,"DO-214AC, SMA",,,,https://www.onsemi.com/pub/Collateral/RS1M-D.PDF,DIODE GEN PURP 800V 1A SMA,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,ES1ME-TP,diodes\Diode,,"45pF @ 4V, 1MHz",1A,5µA @ 1000V,100ns,"Fast Recovery =< 500ns, > 200mA (Io)",1000V,1.7V @ 1A,,,"DO-214AC, SMA",,,,https://www.mccsemi.com/pdf/Products/ES1AE-ES1ME(SMAE).PDF,DIODE GEN PURP 1KV 1A DO214AC,Surface Mount,,2,-50°C ~ 150°C,,Micro Commercial Co,,,
DIODE,S2BA-13-F,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 100V,,"Standard Recovery >500ns, > 200mA (Io)",100V,1.15V @ 1.5A,,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DIODE GEN PURP 100V 1.5A SMA,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S2MA-13-F,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 1000V,,"Standard Recovery >500ns, > 200mA (Io)",1000V,1.15V @ 1.5A,,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DIODE GEN PURP 1KV 1.5A SMA,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S2AA-13-F,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 50V,,"Standard Recovery >500ns, > 200mA (Io)",50V,1.15V @ 1.5A,,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DIODE GEN PURP 50V 1.5A SMA,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,S2JA-13-F,diodes\Diode,,"20pF @ 4V, 1MHz",1.5A,5µA @ 600V,,"Standard Recovery >500ns, > 200mA (Io)",600V,1.15V @ 1.5A,,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds16004.pdf,DIODE GEN PURP 600V 1.5A SMA,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,RS1D-13-F,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 200V,150ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,1.3V @ 1A,,,"DO-214AC, SMA",,,,https://www.diodes.com/assets/Datasheets/ds15002.pdf,DIODE GEN PURP 200V 1A SMA,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,ES1D-E3/5AT,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 200V,25ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,920mV @ 1A,,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88586/es1.pdf,DIODE GEN PURP 200V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,ES1B-E3/5AT,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 100V,25ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,920mV @ 1A,,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88586/es1.pdf,DIODE GEN PURP 100V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,UG2JAHR3G,diodes\Diode,,"20pF @ 4V, 1MHz",2A,2µA @ 600V,55ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.3V @ 2A,,,"DO-214AC, SMA",,,,https://www.taiwansemi.com/products/datasheet/UG2JA_C1706.pdf,DIODE GEN PURP 600V 2A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Taiwan Semiconductor Corporation,,,
DIODE,RS1BTR,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 100V,150ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,1.3V @ 1A,,,"DO-214AC, SMA",,,,http://www.smc-diodes.com/propdf/RS1A-RS1M%20N0988%20REV.B.pdf,DIODE GEN PURP 100V 1A SMA,Surface Mount,,2,-65°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,RS1JTR,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 600V,250ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.3V @ 1A,,,"DO-214AC, SMA",,,,http://www.smc-diodes.com/propdf/RS1A-RS1M%20N0988%20REV.B.pdf,DIODE GEN PURP 600V 1A SMA,Surface Mount,,2,-65°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,RS1KTR,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 800V,500ns,"Fast Recovery =< 500ns, > 200mA (Io)",800V,1.3V @ 1A,,,"DO-214AC, SMA",,,,http://www.smc-diodes.com/propdf/RS1A-RS1M%20N0988%20REV.B.pdf,DIODE GEN PURP 800V 1A SMA,Surface Mount,,2,-65°C ~ 150°C,,SMC Diode Solutions,,,
DIODE,S1G-HF,diodes\Diode,,,1A,5µA @ 1700V,,"Standard Recovery >500ns, > 200mA (Io)",400V,1.1V @ 1A,,,"DO-214AC, SMA",,,,http://www.comchiptech.com/admin/files/product/S1A-HF%20Thru.%20S1M-HF%20Rev%20A%20SP-JG001.pdf,RECTIFIER GEN PURP 400V 1A SMA,Surface Mount,,2,-55°C ~ 150°C,,Comchip Technology,,,
DIODE,CMR1-04M TR13 PBFREE,diodes\Diode,,"8pF @ 4V, 1MHz",1A,5µA @ 400V,,"Standard Recovery >500ns, > 200mA (Io)",400V,1.1V @ 1A,,,"DO-214AC, SMA",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR1-02M-10M.PDF,DIODE GEN PURP 400V 1A SMA,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,SURA8120T3G,diodes\Diode,,,2A,2µA @ 200V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,875mV @ 1A,,,"DO-214AC, SMA",,,,http://www.onsemi.com/pub/Collateral/MURA115T3-D.PDF,DIODE GEN PURP 200V 1A SMA,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,CMR1U-01M TR13 PBFREE,diodes\Diode,,,1A,5µA @ 100V,35ns,"Fast Recovery =< 500ns, > 200mA (Io)",100V,1V @ 1A,,,"DO-214AC, SMA",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR1U01M.PDF,DIODE GEN PURP 100V 1A SMA,Surface Mount,,2,-65°C ~ 175°C,,Central Semiconductor Corp,,,
DIODE,CMR1U-04M TR13 PBFREE,diodes\Diode,,,1A,5µA @ 400V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.25V @ 1A,,,"DO-214AC, SMA",,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMR1U01M.PDF,DIODE GEN PURP 400V 1A SMA,Surface Mount,,2,-65°C ~ 175°C,,Central Semiconductor Corp,,,
DIODE,ES1CHE3_A/H,diodes\Diode,,"10pF @ 4V, 1MHz",1A,5µA @ 150V,25ns,"Fast Recovery =< 500ns, > 200mA (Io)",150V,920mV @ 1A,,,"DO-214AC, SMA",,,,http://www.vishay.com/docs/88586/es1.pdf,DIODE GEN PURP 150V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,EC11FS4,diodes\Diode,,,1A,20µA @ 400V,30ns,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.25V @ 1A,,,"DO-214AC, SMA",,,,http://prdct-search.kyocera.co.jp/function/upload/products_02/EC11FS4-file.pdf,DIODE FAST RECOVERY 400V 1A  DO-,Surface Mount,,2,-40°C ~ 150°C,,Kyocera International Inc. Electronic Components,,,
DIODE,EC8FS6,diodes\Diode,,,800mA,20µA @ 600V,80ns,"Fast Recovery =< 500ns, > 200mA (Io)",600V,1.32V @ 800mA,,,"DO-214AC, SMA",,,,http://prdct-search.kyocera.co.jp/function/upload/products_02/EC8FS6-file.pdf?,DIODE FAST RECOVERY 600V 0.8A  D,Surface Mount,,2,-40°C ~ 150°C,,Kyocera International Inc. Electronic Components,,,
DIODE,EC11FS2,diodes\Diode,,,1A,10µA @ 200V,30ns,"Fast Recovery =< 500ns, > 200mA (Io)",200V,980mV @ 1A,,,"DO-214AC, SMA",,,,http://prdct-search.kyocera.co.jp/function/upload/products_02/EC11FS2-file.pdf?,DIODE FAST RECOVERY 200V 1A  DO-,Surface Mount,,2,-40°C ~ 150°C,,Kyocera International Inc. Electronic Components,,,
DIODE,SURA8240T3G,diodes\Diode,,,2A,5µA @ 400V,65ns,"Fast Recovery =< 500ns, > 200mA (Io)",400V,1.3V @ 2A,,,"DO-214AC, SMA",,,,https://www.onsemi.com/pub/Collateral/MURA230T3-D.PDF,DIODE GEN PURP 400V 2A SMA,Surface Mount,,2,-65°C ~ 175°C,,ON Semiconductor,,,
DIODE,GS1GE-TP,diodes\Diode,,"15pF @ 4V, 1MHz",1A,5µA @ 400V,,"Standard Recovery >500ns, > 200mA (Io)",400V,1.1V @ 1A,,,"DO-214AC, SMA",,,,//media.digikey.com/pdf/Data%20Sheets/Micro%20Commercial%20PDFs/GS1AE-GS1ME(SMAE)_Rev.F_Oct19_2015_DS.pdf,DIODE GEN PURP 400V 1A DO214AC,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,CDSW3004-HF,diodes\Diode,,,225mA,100nA @ 240V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",300V,1.25V @ 200mA,,,SOD-123,,,,http://www.comchiptech.com/admin/files/product/CDSW3004-HF RevA679419.pdf,DIODE GEN PURP 300V 225MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Comchip Technology,,,
DIODE,BAS16GWX,diodes\Diode,,,215mA (DC),500nA @ 80V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1.25V @ 150mA,,,SOD-123,,,,https://assets.nexperia.com/documents/data-sheet/BAS16GW.pdf,DIODE GEN PURP 100V 215MA SOD123,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,BAS16GWJ,diodes\Diode,,,215mA (DC),500nA @ 80V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1.25V @ 150mA,,,SOD-123,,,,https://assets.nexperia.com/documents/data-sheet/BAS16GW.pdf,DIODE GEN PURP 100V 215MA SOD123,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,BAV19W-TP,diodes\Diode,,,200mA,100nA @ 100V,50ns,"Small Signal =< 200mA (Io), Any Speed",100V,1.25V @ 200mA,,,SOD-123,,,,https://www.mccsemi.com/pdf/Products/BAV19W-BAV21W(SOD-123).pdf,DIODE GEN PURP 100V 200MA SOD123,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,1N4150W-E3-18,diodes\Diode,,,200mA,100nA @ 50V,4ns,"Small Signal =< 200mA (Io), Any Speed",50V,1V @ 200mA,,,SOD-123,,,,http://www.vishay.com/docs/85720/1n4150w.pdf,DIODE GEN PURP 50V 200MA SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,1N4148W-TP,diodes\Diode,,,150mA,1µA @ 75V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1.25V @ 150mA,,,SOD-123,,,,https://www.mccsemi.com/pdf/Products/1N4148W(SOD123).pdf,DIODE GEN PURP 100V 150MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Micro Commercial Co,,,
DIODE,1N4448W-TP,diodes\Diode,,"4pF @ 4V, 1MHz",250mA,2.5µA @ 75V,4ns,"Fast Recovery =< 500ns, > 200mA (Io)",75V,1V @ 100mA,,,SOD-123,,,,https://www.mccsemi.com/pdf/Products/1N4448W(SOD-123).pdf,DIODE GEN PURP 75V 250MA SOD123,Surface Mount,,2,-55°C ~ 150°C,,Micro Commercial Co,,,
DIODE,MMSD4148T1G,diodes\Diode,,,200mA (DC),5µA @ 75V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1V @ 10mA,,,SOD-123,,,,http://www.onsemi.com/pub/Collateral/MMSD4148T1-D.PDF,DIODE GEN PURP 100V 200MA SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,1N4148W-7-F,diodes\Diode,,,300mA (DC),1µA @ 75V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1.25V @ 150mA,,,SOD-123,,,,https://www.diodes.com/assets/Datasheets/ds30086.pdf,DIODE GEN PURP 100V 300MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,1N4448W-7-F,diodes\Diode,,,250mA,2.5µA @ 75V,4ns,"Fast Recovery =< 500ns, > 200mA (Io)",75V,1.25V @ 150mA,,,SOD-123,,,,https://www.diodes.com/assets/Datasheets/ds12002.pdf,DIODE GEN PURP 75V 250MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,BAV21W-7-F,diodes\Diode,,,200mA,100nA @ 200V,50ns,"Small Signal =< 200mA (Io), Any Speed",200V,1.25V @ 200mA,,,SOD-123,,,,https://www.diodes.com/assets/Datasheets/Ds12024.pdf,DIODE GEN PURP 200V 200MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,BAV16W-7-F,diodes\Diode,,,150mA,1µA @ 75V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1.25V @ 150mA,,,SOD-123,,,,https://www.diodes.com/assets/Datasheets/ds30086.pdf,DIODE GEN PURP 100V 150MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,1N4148W-E3-08,diodes\Diode,,,150mA,100µA @ 100V,4ns,"Small Signal =< 200mA (Io), Any Speed",75V,1.2V @ 100mA,,,SOD-123,,,,http://www.vishay.com/docs/85748/1n4148w.pdf,DIODE GEN PURP 75V 150MA SOD123,Surface Mount,,2,150°C (Max),,Vishay Semiconductor Diodes Division,,,
DIODE,BAV116W-7-F,diodes\Diode,,,215mA (DC),5nA @ 75V,3µs,"Standard Recovery >500ns, > 200mA (Io)",130V,1.25V @ 150mA,,,SOD-123,,,,https://www.diodes.com/assets/Datasheets/ds30291.pdf,DIODE GEN PURP 130V 215MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,BAV3004W-7-F,diodes\Diode,,,225mA (DC),100nA @ 240V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",300V,1.25V @ 200mA,,,SOD-123,,,,https://www.diodes.com/assets/Datasheets/ds30371.pdf,DIODE GEN PURP 300V 225MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
DIODE,GSD2004W-HE3-08,diodes\Diode,,,225mA (DC),100nA @ 240V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",240V,1V @ 100mA,,,SOD-123,,,,http://www.vishay.com/docs/85729/gsd2004w.pdf,DIODE GEN PURP 240V 225MA SOD123,Surface Mount,,2,150°C (Max),,Vishay Semiconductor Diodes Division,,,
DIODE,SMMSD914T1G,diodes\Diode,,,200mA (DC),5µA @ 75V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1V @ 10mA,,,SOD-123,,,,http://www.onsemi.com/pub/Collateral/MMSD914T1-D.PDF,DIODE GEN PURP 100V 200MA SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,BAV20W-E3-08,diodes\Diode,,,250mA (DC),100nA @ 150V,50ns,"Fast Recovery =< 500ns, > 200mA (Io)",150V,1.25V @ 200mA,,,SOD-123,,,,http://www.vishay.com/docs/85725/bav19w.pdf,DIODE GEN PURP 150V 250MA SOD123,Surface Mount,,2,150°C (Max),,Vishay Semiconductor Diodes Division,,,
DIODE,MMSD3070,diodes\Diode,,,200mA,100nA @ 175V,50ns,"Small Signal =< 200mA (Io), Any Speed",200V,1V @ 100mA,,,SOD-123,,,,https://www.onsemi.com/pub/Collateral/MMSD3070-D.pdf,DIODE GEN PURP 200V 200MA SOD123,Surface Mount,,2,150°C (Max),,ON Semiconductor,,,
DIODE,CMHD2003 TR PBFREE,diodes\Diode,,,200mA,100nA @ 200V,50ns,"Small Signal =< 200mA (Io), Any Speed",250V,1V @ 100mA,,,SOD-123,,,,https://my.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=CMHD2003.PDF,DIODE GEN PURP 250V 200MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Central Semiconductor Corp,,,
DIODE,BAS116GWJ,diodes\Diode,,,215mA (DC),5nA @ 75V,3µs,"Standard Recovery >500ns, > 200mA (Io)",75V,1.25V @ 150mA,,,SOD-123,,,,https://assets.nexperia.com/documents/data-sheet/BAS116GW.pdf,DIODE GEN PURP 75V 215MA SOD123,Surface Mount,,2,150°C (Max),,Nexperia USA Inc.,,,
DIODE,1N4150W-HE3-08,diodes\Diode,,,200mA,100nA @ 50V,4ns,"Small Signal =< 200mA (Io), Any Speed",50V,1V @ 200mA,,,SOD-123,,,,http://www.vishay.com/docs/85720/1n4150w.pdf,DIODE GEN PURP 50V 200MA SOD123,Surface Mount,,2,-55°C ~ 150°C,,Vishay Semiconductor Diodes Division,,,
DIODE,MMSD914T3G,diodes\Diode,,,200mA (DC),5µA @ 75V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1V @ 10mA,,,SOD-123,,,,http://www.onsemi.com/pub/Collateral/MMSD914T1-D.PDF,DIODE GEN PURP 100V 200MA SOD123,Surface Mount,,2,-55°C ~ 150°C,,ON Semiconductor,,,
DIODE,1N4148W-13-F,diodes\Diode,,,150mA,1µA @ 75V,4ns,"Small Signal =< 200mA (Io), Any Speed",100V,1.25V @ 150mA,,,SOD-123,,,,https://www.diodes.com/assets/Datasheets/ds30086.pdf,DIODE GEN PURP 100V 150MA SOD123,Surface Mount,,2,-65°C ~ 150°C,,Diodes Incorporated,,,
